# REDSHIFT    LOG_LBOL            
  1.232       46.550145829001295  
  1.05        45.83740021643714   
  4.655       47.10052896484283   
  1.476       47.01455752789566   
  3.41        47.25649536893945   
  3.159       47.90464436272535   
  1.646       46.59830600605367   
  5.135       46.93852783146728   
  2.303       46.111708261107545  
  2.385       45.7979682196137    
  1.973       47.34810359826624   
  4.911       47.268330466661254  
  1.944       47.729530761220886  
  2.343       45.96387478254381   
  3.204       47.24537552276169   
  2.309       45.27558037451486   
  2.592       46.41430245069823   
  2.23        46.93257499485657   
  1.189       46.60990954503886   
  2.299       47.03296035556545   
  4.43        47.31778903059146   
  2.019       47.28961521793416   
  4.29        46.87395387040546   
  4.579       47.404056627457614  
  0.188       45.149595371693636  
  2.266       47.270515576121156  
  2.315       47.221181057644394  
  2.22        48.09055969486532   
  1.008       45.618216892313974  
  0.806       45.676033448161434  
  0.85        46.56627322976354   
  2.2         46.01487621882997   
  2.355       45.41993792134345   
  2.435       47.318668705070706  
  2.19        46.83691354790014   
  2.295       45.056340371677734  
  1.407       45.67408772319535   
  2.338       45.41949504984454   
  1.4978535   46.32494163959224   
  4.105       47.63768941979968   
  3.138       45.533466767849326  
  2.898       45.97358969151454   
  2.153       47.30884205986966   
  2.5135508   45.9755625158572    
  1.5756849   45.87136719766297   
  2.1088977   47.33690797631844   
  2.479       46.50915270458601   
  3.11        47.25259205156384   
  5.196       47.66988389142639   
