# REDSHIFT    LOG_LBOL            
  0.727       46.40322174183539   
  3.105       46.84994744194043   
  2.386       46.45382288309528   
  2.901       47.64170873824571   
  5.01        47.06170412783582   
  2.916       47.13057807834032   
  2.711       46.51017175798182   
  2.628       46.536154255882096  
  3.141       46.86362935126695   
  2.568       46.47194277004695   
  1.842       46.175683202166766  
  2.289       46.670394974303946  
  2.64        48.172165522423     
  1.932       46.27884255502908   
  3.225       46.33896484818521   
  2.039       46.73513407452571   
  0.935       45.57381215204763   
  3.872       46.571630713757706  
  1.404       45.74138766811347   
  0.715       46.137462043868254  
  0.387       45.021473994278324  
  1.591       45.98483193407756   
  1.102       45.794125233647726  
  0.984       45.44678619296672   
  1.039       45.52510792815253   
  1.003       45.510169970145824  
  1.558       46.22360298450555   
  2.699       46.923001261969546  
  1.1         45.480128801653095  
  2.182       46.47346046117148   
  3.866       46.527932227714025  
  2.365       46.34488936219067   
  1.6158503   46.218218238310605  
  0.6507103   44.87970748116524   
  0.5221781   44.87973733953791   
  1.7537503   45.930245792455175  
  1.0799081   45.40873389517189   
  0.6928971   45.41624162489774   
  1.1132182   45.40791033208032   
  2.256       46.28846421438069   
  1.8853765   45.943097742813755  
  2.172       46.21285552242486   
  3.862       46.545069098450924  
