# plate	mjd	fiber	RA	DEC	REDSHIFT	A1	wl1	sigma1	FWHM1	EW1	A2	wl2	sigma2	FWHM2	EW2	A3	wl3	sigma3	FWHM3	EW3	EW_T	FWHM_T	g_no	R2	wl_T	vel_peak	wl_broad	vel_broad	LOG_L1350	LOG_L1350_ERR	LOG_L3000	LOG_L3000_ERR	LOG_MBH	LOG_MBH_ERR	Band	Cont_sens
6023	56069	112	220.87988	27.41022	4.43	3.968	1536.102	9.164	21.580	22.970	5.242	1539.711	4.515	10.632	11.322	11.268	1531.143	37.001	87.130	71.189	47.707	0.0	3	0.8006473119338111	1537.447	2328.044	1531.143	1229.315	46.73686405491584	0.002525001613394154	-999.0	-999.0	9.942820913631955	0.19448704426422864	7	0.0379699299617383
6185	56217	348	5.1050866	15.681866	2.019	40.824	1553.877	31.076	73.179	69.162	64.436	1547.137	6.775	15.954	16.983	16.300	1550.352	0.000	0.000	nan	37.556	23.688404599267642	2	0.9843187531880002	1542.897	1273.687	1553.877	-2133.560	46.70869024225854	0.000747265409300431	46.64766863450219	0.0009073931749399769	9.393598511287442	0.019530022733569553	6	0.03162599907835092
6192	56269	290	7.8616574	15.127646	4.29	15.265	1533.406	0.000	0.000	nan	15.265	1533.406	0.000	0.000	nan	9.159	1533.406	0.000	0.000	nan	nan	0.0	0	-0.1739784375122706	1499.838	9604.792	0.000	-9999.000	46.29302889472984	0.005928968299093065	-999.0	-999.0	8.520624698245825	0.25578433876883255	7	0.023902562330694346
6407	56311	964	180.29297	21.299579	4.579	5.345	1510.957	51.093	120.316	69.798	4.821	1522.784	17.924	42.207	40.426	4.057	1544.443	7.914	18.637	19.840	58.603	0.0	3	0.7178217788650862	1535.124	2777.514	1510.957	4719.527	46.82313165178199	0.0021187708940348664	-999.0	-999.0	10.130841915387293	0.09117724387077769	8	0.067087934635881
7167	56604	942	1.05682	-8.9248838	2.435	8.985	1521.422	16.434	38.700	37.259	10.099	1535.065	46.556	109.630	80.694	30.417	1538.879	11.643	27.418	29.175	44.418	37.75090460148522	3	0.9509478392004334	1533.816	3030.703	1535.065	-244.074	46.737743729395085	0.0007581302153700341	46.74334068350199	0.0007473656055166409	9.848358548625864	0.025273522640014725	6	0.020140626223955214
7818	56989	170	21.752878	-0.76644002	4.105	24.869	1533.495	11.792	27.768	29.492	16.682	1544.475	6.608	15.560	16.564	17.498	1505.439	64.634	152.202	74.627	46.422	39.68233530812677	3	0.9698613193981744	1538.878	2051.214	1505.439	6514.367	47.056764444124056	0.0010969505667813692	-999.0	-999.0	10.014090114579792	0.09226516225207011	7	0.8044054278740147
7848	56959	545	358.1587	1.097877	2.153	3.575	1513.489	45.301	106.675	66.857	3.600	1513.970	46.120	108.604	67.940	21.082	1538.495	13.194	31.071	37.644	46.949	0.0	3	0.7897591663593689	1531.709	3438.410	1513.970	3471.849	46.72791708419404	0.0003842305833376525	46.7896134656464	0.00037577813386274734	9.894488049092455	0.022786437222510468	7	0.9632368952769652
7848	56959	611	358.46895	0.46146379	2.5135508	0.826	1555.645	13.404	31.564	33.584	0.820	1555.369	13.570	31.955	34.003	0.615	1534.995	10.163	23.932	25.471	40.831	36.660152355171476	3	0.5688757556787603	1550.793	-253.988	1555.369	-884.732	45.39463754018158	0.00484516883086252	-999.0	-999.0	9.09086551414968	0.23400909661300878	6	0.0626827566057751
7849	56980	364	357.68628	0.56391953	1.5756849	2.351	1547.351	4.201	9.893	10.532	6.596	1548.033	15.755	37.099	39.424	0.000	1547.868	0.000	0.000	nan	31.850	30.92166500467306	2	0.6542897324993835	1545.636	743.773	1548.033	-464.876	-999.0	-999.0	45.15955996862178	0.011158226341808564	8.518871735337962	0.07531504507925112	6	0.07553987871867085
7859	57282	340	17.161526	1.5834108	2.1088977	26.943	1556.125	27.753	65.354	63.969	52.574	1544.185	7.513	17.692	18.833	0.000	1547.184	10.587	24.931	nan	35.164	31.12471546468555	2	0.9659345320246304	1542.743	1303.421	1556.125	-2600.376	46.75598300064282	0.0006858243911039192	46.84753497670306	0.0008256720867171905	9.4052382427163	0.09328911826504524	6	0.03980339953629771
